Nome,Endereço,Latitude,Longitude,Avaliação,Total de Avaliações,Telefone,Website,Categorias,Place ID,Link Google Maps,Horário de Funcionamento
Rocket 34,"Av. João Pinheiro, 4010 - Brasil, Uberlândia - MG, 38400-714, Brasil",-18.8902456,-48.25857999999999,,,(34) 99166-6538,http://www.rocket34.com.br/,"point_of_interest, establishment",ChIJO9bc3UlFpJQR4dsMCZiDdbM,https://maps.google.com/?cid=12931386594074352609,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Espresso - Gestão de Despesas Corporativas,"Av. Anselmo Alves dos Santos, 1111 - Tibery, Uberlândia - MG, 38405-167, Brasil",-18.9093259,-48.2489016,4.7,22.0,(34) 3014-4653,https://www.espressoapp.com.br/,"point_of_interest, establishment",ChIJveWEmi9FpJQRwfe98B3Grc4,https://maps.google.com/?cid=14892777374679431105,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
Kanttum - EdTech,"Av. Anselmo Alves dos Santos, 40 - Saraiva, Uberlândia - MG, 38408-041, Brasil",-18.9135385,-48.26119509999999,5.0,3.0,(34) 3257-2254,http://kanttum.com.br/,"point_of_interest, establishment",ChIJWaIukC9FpJQRWXB6uYlFSNA,https://maps.google.com/?cid=15008322216036823129,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
GIRA - Gestão Integrada de Recebíveis do Agronegócio,"Av. dos Vinhedos, 200 - Morada da Colina, Uberlândia - MG, 38411-159, Brasil",-18.9513927,-48.2762885,5.0,6.0,(34) 3219-7376,https://gira.com.br/,"point_of_interest, establishment",ChIJQcE6EBxFpJQRNzodCr4FZYo,https://maps.google.com/?cid=9972383263653444151,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
Inngage,"Av. dos Vinhedos, 71 - Morada da Colina, Uberlândia - MG, 38411-159, Brasil",-18.9523777,-48.2716483,5.0,2.0,(11) 4210-1618,https://inngage.com.br/,"point_of_interest, establishment",ChIJzSpcT_9EpJQRsgBPzP3zM9c,https://maps.google.com/?cid=15507006213346754738,
Leandro Alves Negócios Digitais,"R. Antônio Fortunato da Silva, 199 - Santa Mônica, Uberlândia - MG, 38408-210, Brasil",-18.9122045,-48.2493252,,,(34) 98811-7687,http://www.leandroalves.adm.br/,"point_of_interest, establishment",ChIJlyfu3oxFpJQRlL6qaxj5yDg,https://maps.google.com/?cid=4091794144746978964,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Impacto Gestão Empresarial,"R. São Vicente de Paulo, 07 - sala 04 - Saraiva, Uberlândia - MG, 38408-536, Brasil",-18.9266126,-48.2595606,,,(34) 99687-2466,http://www.impactogestaoempresarial.com.br/,"point_of_interest, establishment",ChIJA1yFyZlFpJQRYU44KE1lWrA,https://maps.google.com/?cid=12707580680640941665,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
Didatikos - Conectamos Escolas às nuvens,"Av. Cesário Alvim, 3073 - Brasil, Uberlândia - MG, 38400-696, Brasil",-18.9004042,-48.2610301,5.0,14.0,(34) 3234-2287,https://didatikos.com.br/,"point_of_interest, establishment",ChIJf29kvUxFpJQRMiIh_-ezPeY,https://maps.google.com/?cid=16590614411301954098,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
"Grupo i9 - i9 Process & Soluções - Consultoria, Auditoria, Tecnologia e Eficiência Operacional","Edifício NaUm - R. Martinésia, 303 - Centro, Uberlândia - MG, 38400-606, Brasil",-18.9122361,-48.275278,5.0,5.0,(34) 99992-1900,http://www.i9.etc.br/,"accounting, finance, point_of_interest, establishment",ChIJF6UjMepFpJQR76XvL1p1AyU,https://maps.google.com/?cid=2667104434545206767,segunda-feira: 08:00 – 20:00 | terça-feira: 08:00 – 20:00 | quarta-feira: 08:00 – 20:00 | quinta-feira: 08:00 – 20:00 | sexta-feira: 08:00 – 20:00 | sábado: 09:00 – 15:00 | domingo: Fechado
NoCartorio.com,"Av. Anselmo Alves dos Santos, 1111 - Tibery, Uberlândia - MG, 38405-167, Brasil",-18.9092089,-48.2489656,5.0,2.0,(34) 3231-3388,http://nocartorio.com/,"point_of_interest, establishment",ChIJH_3_ma9FpJQRNyB8xVWiHCE,https://maps.google.com/?cid=2385960391868686391,segunda-feira: 09:00 – 17:00 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:00 – 17:00 | quinta-feira: 09:00 – 17:00 | sexta-feira: 09:00 – 17:00 | sábado: Fechado | domingo: Fechado
Inovação Contabilidade,"R. Carajás, 1028 - Tabajaras, Uberlândia - MG, 38400-074, Brasil",-18.9249569,-48.2739816,5.0,4.0,(34) 3210-9027,http://www.inovacaocontabilidade.cnt.br/contato,"accounting, finance, point_of_interest, establishment",ChIJM-T_XltEpJQRuBrWaXZoLmE,https://maps.google.com/?cid=7002649328398768824,segunda-feira: 08:00 – 17:30 | terça-feira: 08:00 – 17:30 | quarta-feira: 08:00 – 17:30 | quinta-feira: 08:00 – 17:30 | sexta-feira: 08:00 – 17:30 | sábado: Fechado | domingo: Fechado
Polifrete.com,"Av. dos Municípios, 146 - sala 03 - Tabajaras, Uberlândia - MG, 38400-254, Brasil",-18.9306042,-48.2898727,4.3,6.0,(11) 91029-1919,https://www.polifrete.com/,"point_of_interest, establishment",ChIJeQPlOClFpJQRBpPF5JSfbjc,https://maps.google.com/?cid=3994305381366338310,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
Criarbr,"Alameda José de Oliveira Guimarães - Jardim Holanda, Uberlândia - MG, 38412-324, Brasil",-18.9564679,-48.31776290000001,,,(11) 93446-3251,https://criarbr.com/,"point_of_interest, establishment",ChIJJXi1FPRFpJQRR0OsV7_3KeY,https://maps.google.com/?cid=16585059503950283591,segunda-feira: 09:00 – 17:00 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:00 – 17:00 | quinta-feira: 09:00 – 17:00 | sexta-feira: 09:00 – 17:00 | sábado: 09:00 – 17:00 | domingo: 09:00 – 17:00
Pedro Quinttino,"Av. Dos Jardins, 250 - Nova Uberlândia, Uberlândia - MG, 38412-639, Brasil",-18.9534906,-48.2960728,,,(34) 99997-1543,,"point_of_interest, establishment",ChIJa3ADuNpFpJQRWopcp3qMiJ4,https://maps.google.com/?cid=11423534913247021658,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
SoulUp Consultoria Empresarial.,"Rua Bocaiúva, 434 - Morada da Colina, Uberlândia - MG, 38411-170, Brasil",-18.9401807,-48.2797494,,,(34) 99962-7722,https://www.instagram.com/soulup.consultoria/,"point_of_interest, establishment",ChIJx56pzy5_V4ERsZyHmKd-V0Q,https://maps.google.com/?cid=4924543975836589233,segunda-feira: 08:30 – 18:00 | terça-feira: 08:30 – 18:00 | quarta-feira: 08:30 – 18:00 | quinta-feira: 08:30 – 18:00 | sexta-feira: 08:30 – 18:00 | sábado: Fechado | domingo: Fechado
OBUC - Gestão de dados e Engenharia,"Av. Asp. Mega, 2267 - Jardim Patricia, Uberlândia - MG, 38414-064, Brasil",-18.9140031,-48.3148914,5.0,16.0,(34) 99932-2020,http://obuc.com.br/,"point_of_interest, establishment",ChIJTx0SRwNFpJQRVDxdqCPq4jM,https://maps.google.com/?cid=3738808079540370516,segunda-feira: 07:00 – 20:00 | terça-feira: 07:00 – 20:00 | quarta-feira: 07:00 – 20:00 | quinta-feira: 07:00 – 20:00 | sexta-feira: 07:00 – 20:00 | sábado: Fechado | domingo: Fechado
Sade Sistemas de Gestão de Negócios,"R. Ernesto Finotti, 67 - Shopping Park, Uberlândia - MG, 38425-582, Brasil",-18.9792764,-48.2679992,4.0,3.0,(34) 3224-5324,http://www.sade.com.br/,"point_of_interest, establishment",ChIJ9f832uhapJQRV40vP9HoMKg,https://maps.google.com/?cid=12119442582659894615,"segunda-feira: 08:00 – 12:00, 13:30 – 17:30 | terça-feira: 08:00 – 12:00, 13:30 – 17:30 | quarta-feira: 08:00 – 12:00, 13:30 – 17:30 | quinta-feira: 08:00 – 12:00, 13:30 – 17:30 | sexta-feira: 08:00 – 12:00, 13:30 – 17:30 | sábado: Fechado | domingo: Fechado"
Impulse Sistemas e Consultoria ltda,"Av. Anselmo Alves dos Santos, 1076 - Santa Mônica, Uberlândia - MG, 38408-150, Brasil",-18.9103382,-48.24887810000001,5.0,9.0,(11) 94171-2028,http://www.grupoimpulse.com.br/,"point_of_interest, establishment",ChIJTd2aV-1FpJQRtR7cMslb8RA,https://maps.google.com/?cid=1220857893693955765,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
Udisys Sistemas,"Av. Itaipú, 147 - Granada, Uberlândia - MG, 38410-538, Brasil",-18.9479879,-48.2445429,5.0,5.0,(34) 3484-0650,https://www.udisys.com.br/,"point_of_interest, establishment",ChIJ8wuHT2NFpJQRGJAFgVUZ9hc,https://maps.google.com/?cid=1726595362170703896,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Newdata Informática e Sistemas Ltda.,"Av. Princesa Isabel, 484 - Apto 201 - Fundinho, Uberlândia - MG, 38400-192, Brasil",-18.9207795,-48.2847424,5.0,1.0,(34) 3234-5060,https://www.newinfo.com.br/,"point_of_interest, establishment",ChIJv4A5mFVEpJQR4wTUxhxUIO0,https://maps.google.com/?cid=17086749468815262947,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
POWERSYS RPA IA INOVA SIMPLES (I.S.),"R. Pedro Quirino da Silva, 2215 - Umuarama, Uberlândia - MG, 38405-323, Brasil",-18.8858929,-48.2531139,5.0,5.0,(34) 99135-6369,http://www.powersys.eti.br/,"point_of_interest, establishment",ChIJF_WiLwxPpJQRldErToq6aDo,https://maps.google.com/?cid=4208818954957476245,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Apollo Sistemas de Gestão,"Av. Estrela do Sul, 291 - Martins, Uberlândia - MG, 38400-466, Brasil",-18.9056265,-48.2778904,4.9,7.0,,http://www.apollosg.com.br/,"point_of_interest, establishment",ChIJBbzbl1JEpJQRY3BMqDELe_M,https://maps.google.com/?cid=17544629081256783971,segunda-feira: 08:00 – 17:30 | terça-feira: 08:00 – 17:30 | quarta-feira: 08:00 – 17:30 | quinta-feira: 08:00 – 17:30 | sexta-feira: 08:00 – 17:30 | sábado: 08:00 – 11:30 | domingo: Fechado
Cooder Tecnologia - Criação de Sites | Loja Virtual | Sistemas Web,"R. Joaquim Cordeiro, 174 - Centro, Uberlândia - MG, 38400-030, Brasil",-18.9171753,-48.2693355,5.0,19.0,(34) 99655-4191,https://cooder.com.br/,"point_of_interest, establishment",ChIJe4FnwLhbpJQRn3hurlppIVM,https://maps.google.com/?cid=5990184817573918879,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Adaptive Tecnologia,"R. Dom Almir Marquês Ferreira, 44 - Morada da Colina, Uberlândia - MG, 38411-170, Brasil",-18.9462199,-48.2743713,5.0,5.0,(34) 3199-9966,https://adaptive.com.br/,"point_of_interest, establishment",ChIJYQLNOFlh0UgR9LdqpDRptx8,https://maps.google.com/?cid=2285411010731489268,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Explend Sistemas ERP - Uberlândia | Soluções Empresariais,"Av. Iraque, 220 - Jardim Botânico, Uberlândia - MG, 38410-663, Brasil",-18.9499002,-48.2505353,4.6,38.0,(34) 3293-0101,https://www.explend.com.br/,"electronics_store, point_of_interest, store, establishment",ChIJFTBzZxFFpJQRTkQIVfC1sgg,https://maps.google.com/?cid=626763341981303886,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
Jato Hub,"Av. Afonso Pena, 690 - Centro, Uberlândia - MG, 38400-130, Brasil",-18.917706,-48.2771928,5.0,11.0,(34) 99739-5151,https://jatohub.com/,"university, point_of_interest, establishment",ChIJT5et8XtFpJQRgEF9xE0QCaA,https://maps.google.com/?cid=11531766247053934976,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
mptec,"Av. dos Vinhedos, 21 - Sala 309 - Jardim Sul, Uberlândia - MG, 38411-848, Brasil",-18.9524277,-48.26578629999999,4.7,26.0,(34) 99651-7158,https://www.mptec.com.br/,"point_of_interest, establishment",ChIJNZ6BCPhEpJQR7e0rm4P1YPg,https://maps.google.com/?cid=17897574864763219437,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
ARX Soluções Inteligentes,"R. Tunísia, 909 - Tibery, Uberlândia - MG, 38405-068, Brasil",-18.8991974,-48.2512452,5.0,157.0,(34) 99968-5125,http://www.arxcertificadora.com.br/,"point_of_interest, establishment",ChIJY7M8FcxFpJQRPiVZbvVnPJs,https://maps.google.com/?cid=11185929878297453886,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
TQI,"UBT - Uberlândia Business Tower Av.: Rondon Pacheco, 4600 - 23º Andar - Tibery, Uberlândia - MG, 38405-142, Brasil",-18.9084767,-48.2612027,4.9,88.0,(34) 3291-1700,http://www.tqi.com.br/,"point_of_interest, establishment",ChIJl8w_YfVPpJQRvoUuisjzwSo,https://maps.google.com/?cid=3081011662735443390,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Luma Consultoria Brasil,"R. Orozimbo Ribeiro, 348 - Santa Mônica, Uberlândia - MG, 38408-242, Brasil",-18.9178658,-48.2388954,,,(34) 98438-9012,,"point_of_interest, establishment",ChIJKWHTxBhPpJQRPJPwzgMY6-k,https://maps.google.com/?cid=16855592435000054588,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
DaenSystem,"R. Espírito Santo, 1520 - Brasil, Uberlândia - MG, 38400-660, Brasil",-18.8899092,-48.26853819999999,5.0,2.0,(34) 3045-4525,http://www.daen.com.br/,"point_of_interest, establishment",ChIJGyzg7MRFpJQRsbxyu6bAtOA,https://maps.google.com/?cid=16191778382645738673,segunda-feira: 09:00 – 17:00 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:00 – 17:00 | quinta-feira: 09:00 – 17:00 | sexta-feira: 09:00 – 17:00 | sábado: Fechado | domingo: Fechado
3UP Soluções em TI - Suporte Corporativo e Administração de Ambientes de TI,"Alameda Conjuração Mineira, 20 - Jardim Karaíba, Uberlândia - MG, 38411-284, Brasil",-18.9370062,-48.2724117,4.0,1.0,(34) 3215-1804,https://ti.3up.tech/,"point_of_interest, establishment",ChIJ2fjfWUZFpJQRcfLlvjS9EBs,https://maps.google.com/?cid=1950266672890114673,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Fechado | domingo: Fechado
Tech Mind,"2° Andar - Av. Afonso Pena, 1295 - sala 20 - Nossa Sra. Aparecida, Uberlândia - MG, 38400-706, Brasil",-18.9117153,-48.2734884,5.0,1.0,(34) 99106-8686,http://techmind.com.br/,"point_of_interest, establishment",ChIJAQBEYq5FpJQROxDF7b9dgFI,https://maps.google.com/?cid=5944854587038306363,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Booster Tech Negócios,"R. Manoel da Mata Gonçalves, 360 - Chácaras Tubalina e Quartel, Uberlândia - MG, 38413-342, Brasil",-18.9330319,-48.32295149999999,5.0,7.0,(34) 99891-5140,http://www.boostertech.com.br/,"point_of_interest, establishment",ChIJPx6-tRhDpJQRAHdsrIB4tu4,https://maps.google.com/?cid=17201068320832124672,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 09:30 – 14:00 | domingo: Fechado
ALBUS TECNOLOGIA - FRANQUEADO LINX,"R. João-de-Barro, 206 - Cidade Jardim, Uberlândia - MG, 38412-156, Brasil",-18.9438096,-48.2968213,5.0,1.0,(34) 99247-1818,,"point_of_interest, establishment",ChIJ8X_A1SNFpJQRBb-4d1xv-uQ,https://maps.google.com/?cid=16499622627761504005,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 14:00 | domingo: 09:00 – 13:00
Zydon,"Av. Uirapuru, 840 - Cidade Jardim, Uberlândia - MG, 38412-166, Brasil",-18.9434242,-48.2925605,5.0,8.0,(34) 3237-2981,https://zydon.com.br/,"point_of_interest, establishment",ChIJn_uHW5xFpJQR-kWBo0ClkHY,https://maps.google.com/?cid=8543510190161479162,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Atmus Tecnologia,"R. Moabe, 151 - Jardim Canaã, Uberlândia - MG, 38412-430, Brasil",-18.956295,-48.32594599999999,,,(34) 99964-7719,https://atmustecnologia.com.br/,"point_of_interest, establishment",ChIJ22xW1OVDpJQRSz7mV2M92cw,https://maps.google.com/?cid=14760896750569274955,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
Mobize Tecnologia,"Av. Francisco Galassi, 1404 - Sala 104 Parte B - Patrimônio, Uberlândia - MG, 38411-108, Brasil",-18.9376514,-48.28199619999999,5.0,2.0,(34) 97400-9657,https://mobize.com.br/,"point_of_interest, establishment",ChIJZRk0noPs2iURx1YKs-Hep4Y,https://maps.google.com/?cid=9702968983145830087,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
iScholar | ERP Educacional,"Av. Anselmo Alves dos Santos, 1076 - LOJA 1 - Santa Mônica, Uberlândia - MG, 38408-097, Brasil",-18.9103382,-48.24887810000001,4.4,47.0,(34) 2512-0244,http://www.ischolar.com.br/,"point_of_interest, establishment",ChIJzf5oW3ZFpJQRipStTnaNqyg,https://maps.google.com/?cid=2930591521800295562,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
InforService Soluções em Sistemas Ltda,"R. Ituiutaba, 377 - Nossa Sra. Aparecida, Uberlândia - MG, 38400-614, Brasil",-18.9103171,-48.2715709,4.6,7.0,(34) 3235-8095,http://www.inforservice.com.br/,"point_of_interest, establishment",ChIJ8Rl-6qlFpJQRvmZ-uih47M4,https://maps.google.com/?cid=14910424582639740606,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Avic Desenvolvimento de Sistemas,"R. Jerônimo Martins do Nascimento, 1254 - Sala 1 - Nossa Sra. Aparecida, Uberlândia - MG, 38400-681, Brasil",-18.9070429,-48.26624169999999,,,(34) 3223-0907,http://www.avicsistemas.com.br/,"point_of_interest, establishment",ChIJldtHiq5FpJQRIaFycYWB82U,https://maps.google.com/?cid=7346357827305382177,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Agil desenvolvimento de Sistemas,"Av. Floriano Peixoto, 557 - Centro, Uberlândia - MG, 38400-100, Brasil",-18.918444,-48.2760638,,,(32) 98408-8048,,"point_of_interest, establishment",ChIJn1Q7XapFpJQREZPvcDiayqk,https://maps.google.com/?cid=12234760904908968721,
Yellow sistemas - Desenvolvimento de sistemas,"R. Oriental, 674 - Jardim Ipanema, Uberlândia - MG, 38406-277, Brasil",-18.8816289,-48.2213217,,,(34) 99817-5740,https://yellowsistemas.com.br/,"electronics_store, point_of_interest, store, establishment",ChIJDR_ry5tPpJQRWZ7282TCroc,https://maps.google.com/?cid=9776965579913469529,"segunda-feira: 09:00 – 12:00, 14:00 – 18:00 | terça-feira: 09:00 – 12:00, 14:00 – 18:00 | quarta-feira: 09:00 – 12:00, 14:00 – 18:00 | quinta-feira: 09:00 – 12:00, 14:00 – 18:00 | sexta-feira: 09:00 – 12:00, 14:00 – 18:00 | sábado: Fechado | domingo: Fechado"
RS Sistema Integrado,"R. da Carioca, 1326 - sl 115 - Morada da Colina, Uberlândia - MG, 38411-151, Brasil",-18.9406387,-48.2856324,5.0,2.0,(34) 3255-6561,,"point_of_interest, establishment",ChIJq3O-WvVPpJQRKjjb62Ht_AA,https://maps.google.com/?cid=71192698955708458,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Sistemas de Informação,"Jardim Sul, Uberlândia - MG, 38411-106, Brasil",-18.9568901,-48.2721192,5.0,1.0,,,"university, point_of_interest, establishment",ChIJuU7Z0yxFpJQRaGwSRi7w_Vk,https://maps.google.com/?cid=6484603120018156648,
Dardani Sistemas,"R. Tabajaras, 327 - Saraiva, Uberlândia - MG, 38408-408, Brasil",-18.9278003,-48.27131379999999,4.6,13.0,(34) 3219-5693,http://www.dardani.com.br/,"point_of_interest, establishment",ChIJ-T6r5gdFpJQRb0Y2j5vW_Js,https://maps.google.com/?cid=11240094733620889199,"segunda-feira: 08:00 – 11:00, 13:00 – 18:00 | terça-feira: 08:00 – 11:00, 13:00 – 18:00 | quarta-feira: 08:00 – 11:00, 13:00 – 18:00 | quinta-feira: 08:00 – 11:00, 13:00 – 18:00 | sexta-feira: 08:00 – 11:00, 13:00 – 18:00 | sábado: Fechado | domingo: Fechado"
Arpia Tecnologia,"Av. João Naves de Ávila, 507 - 1o Andar - Centro, Uberlândia - MG, 38400-097, Brasil",-18.9148179,-48.2689478,5.0,7.0,(11) 5197-8990,http://www.arpiatecnologia.com.br/,"storage, point_of_interest, establishment",ChIJu3cXGoRFpJQRN5kfD1qVsXA,https://maps.google.com/?cid=8120435817159039287,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
CBini Soluções em TI,"Av. Orlandina Ondina, 924 - Jardim California, Uberlândia - MG, 38406-106, Brasil",-18.8765176,-48.2265554,5.0,122.0,(34) 99103-6911,http://cbinisolucoesemti.mercadoshops.com.br/,"point_of_interest, establishment",ChIJcS1GgEVPpJQR5BpJjPfyJXc,https://maps.google.com/?cid=8585535409676163812,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Fechado | domingo: Fechado
H4T Consultoria e Serviços em T.I.,"Av. Landscape 970 - Alameda Tangará, 414 - Jardim Sul, Uberlândia - MG, 38411-694, Brasil",-18.9598729,-48.2599242,4.8,11.0,(34) 99715-3341,,"electronics_store, store, point_of_interest, establishment",ChIJbccZVxJbpJQRlAKvnUkPH_I,https://maps.google.com/?cid=17446680290309112468,segunda-feira: 07:00 – 18:00 | terça-feira: 07:00 – 18:00 | quarta-feira: 07:00 – 18:00 | quinta-feira: 07:00 – 18:00 | sexta-feira: 07:00 – 18:00 | sábado: Fechado | domingo: Fechado
NAT informática,"alan Kardec - R. Terezinha Machado da Silva, 10 - São Sebastiao, Araguari - MG, 38443-133, Brasil",-18.6351452,-48.2111032,4.9,33.0,(34) 98821-4948,,"point_of_interest, establishment",ChIJfSPZjGgxpJQRyQpFfRq_dG0,https://maps.google.com/?cid=7887138967924312777,segunda-feira: 08:00 – 18:30 | terça-feira: 08:00 – 18:30 | quarta-feira: 08:00 – 18:30 | quinta-feira: 08:00 – 18:30 | sexta-feira: 08:00 – 18:30 | sábado: 09:00 – 15:00 | domingo: Fechado
